"Institucija";"Naslov";"IzvjescaURL";"DatumOtvaranja";"DatumZatvaranja";"OcekivanaObjavaIzvjesca";"Stanje";"DokumentiURL";"SavjetovanjeURL";"ID"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu prijedloga Pravilnika o delegiranju poslova društva za upravljanje UCITS fondom";"/ECon/EconReport?entityId=4008";"14.09.2016.";"14.10.2016.";"14.11.2016.";"Izvješca objavljena";"/Documents/List/4008";"/ECon/MainScreen?entityId=4008";"4008"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu prijedloga Pravilnika o glavnim i napajajucim UCITS fondovima";"/ECon/EconReport?entityId=4009";"14.09.2016.";"14.10.2016.";"14.11.2016.";"Izvješca objavljena";"/Documents/List/4009";"/ECon/MainScreen?entityId=4009";"4009"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu prijedloga Pravilnika o obavještavanju kod trgovanja udjelima UCITS fondova u drugoj državi clanici";"/ECon/EconReport?entityId=4010";"14.09.2016.";"14.10.2016.";"14.11.2016.";"Izvješca objavljena";"/Documents/List/4010";"/ECon/MainScreen?entityId=4010";"4010"
"Ured za udruge Vlade Republike Hrvatske";"Javno savjetovanje o Izvješcu o provedbi Akcijskog plana za provedbu inicijative Partnerstvo za otvorenu vlast u Republici Hrvatskoj za razdoblje od 2014. do 2016. godine";"/ECon/EconReport?entityId=4011";"14.09.2016.";"29.09.2016.";"17.10.2016.";"Izvješca objavljena";"/Documents/List/4011";"/ECon/MainScreen?entityId=4011";"4011"
"Ministarstvo financija";"Odluka o iznosu državnih poticajnih sredstava za stambenu štednju prikupljenu u 2017. godini";"/ECon/EconReport?entityId=3999";"13.09.2016.";"14.10.2016.";"14.11.2016.";"Izvješca objavljena";"/Documents/List/3999";"/ECon/MainScreen?entityId=3999";"3999"
"Ministarstvo pravosuda";"Nacrt Prijedloga Uredbe o korištenju novcanih sredstava koja se vode na posebnom racunu suda";"/ECon/EconReport?entityId=4003";"13.09.2016.";"20.09.2016.";"21.09.2016.";"Izvješca objavljena";"/Documents/List/4003";"/ECon/MainScreen?entityId=4003";"4003"
"Državni zavod za intelektualno vlasništvo";"Prijedlog plana normativnih aktivnosti Državnog zavoda za intelektualno vlasništvo za 2017. godinu";"/ECon/EconReport?entityId=3983";"13.09.2016.";"30.09.2016.";"10.10.2016.";"Izvješca objavljena";"/Documents/List/3983";"/ECon/MainScreen?entityId=3983";"3983"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjeni i dopuni Pravilnika o dokumentaciji za izdvajanje poslova ili funkcija društva za osiguranje odnosno društva za reosiguranje";"/ECon/EconReport?entityId=3970";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3970";"/ECon/MainScreen?entityId=3970";"3970"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjeni i dopuni Pravilnika o ponudi mirovinskih programa mirovinskih osiguravajucih društava";"/ECon/EconReport?entityId=3971";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3971";"/ECon/MainScreen?entityId=3971";"3971"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika  o izmjeni i dopuni Pravilnika o sadržaju zahtjeva za izdavanje odobrenja za prijenos odnosno preuzimanje portfelja osiguranja društva za osiguranje odnosno društva za reosiguranje";"/ECon/EconReport?entityId=3972";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3972";"/ECon/MainScreen?entityId=3972";"3972"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjeni i dopuni Pravilnika o promidžbenim aktivnostima i mrežnoj stranici mirovinskog osiguravajuceg društva";"/ECon/EconReport?entityId=3973";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3973";"/ECon/MainScreen?entityId=3973";"3973"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o sadržaju redovitih izvješca i izvješca na zahtjev hrvatske agencije za nadzor financijskih usluga";"/ECon/EconReport?entityId=3974";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3974";"/ECon/MainScreen?entityId=3974";"3974"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika  o izmjeni i dopuni Pravilnika o redovitim izvješcima mirovinskog osiguravajuceg društva";"/ECon/EconReport?entityId=3975";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3975";"/ECon/MainScreen?entityId=3975";"3975"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjeni i dopuni Pravilnika o sadržaju i nacinu vodenja registra mirovinskih osiguravajucih društava";"/ECon/EconReport?entityId=3976";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3976";"/ECon/MainScreen?entityId=3976";"3976"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika  o izmjeni i dopuni Pravilnika o sadržaju zahtjeva i dokumentaciji koja se dostavlja uz zahtjev za izdavanje odobrenja za provodenje statusnih promjena društva za osiguranje odnosno društva za reosiguranje";"/ECon/EconReport?entityId=3977";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3977";"/ECon/MainScreen?entityId=3977";"3977"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika  o izmjenama i dopunama Pravilnika o uvjetima za izdavanje odobrenja za stjecanje kvalificiranog udjela u društvu za osiguranje odnosno društvu za reosiguranje";"/ECon/EconReport?entityId=3978";"09.09.2016.";"25.09.2016.";"03.11.2016.";"Izvješca objavljena";"/Documents/List/3978";"/ECon/MainScreen?entityId=3978";"3978"
"Ministarstvo rada i mirovinskoga sustava";"PRAVILNIK O IZMJENI I DOPUNI  PRAVILNIKA O NACINU IZBORA ARBITRA I PROVOÐENJU POSTUPKA ARBITRAŽE U POSTUPCIMA NADOMJEŠTANJA SUGLASNOSTI";"/ECon/EconReport?entityId=3969";"08.09.2016.";"23.09.2016.";"10.10.2016.";"Izvješca objavljena";"/Documents/List/3969";"/ECon/MainScreen?entityId=3969";"3969"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o strukturi i sadržaju godišnjih financijskih izvještaja Burze";"/ECon/EconReport?entityId=3965";"06.09.2016.";"20.09.2016.";"26.09.2016.";"Izvješca objavljena";"/Documents/List/3965";"/ECon/MainScreen?entityId=3965";"3965"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnik o izmjenama i dopunama Pravilnika o strukturi i sadržaju godišnjih financijskih izvještaja Središnjeg klirinškog depozitarnog društva";"/ECon/EconReport?entityId=3966";"06.09.2016.";"20.09.2016.";"26.09.2016.";"Izvješca objavljena";"/Documents/List/3966";"/ECon/MainScreen?entityId=3966";"3966"
"Državna uprava za zaštitu i spašavanje";"Prijedlog pravilnika o mjerama civilne zaštite u prostornom planiranju";"/ECon/EconReport?entityId=3959";"02.09.2016.";"12.10.2016.";"20.10.2016.";"Izvješca objavljena";"/Documents/List/3959";"/ECon/MainScreen?entityId=3959";"3959"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o invazivnim stranim vrstama";"/ECon/EconReport?entityId=3663";"02.09.2016.";"02.10.2016.";"28.10.2016.";"Izvješca objavljena";"/Documents/List/3663";"/ECon/MainScreen?entityId=3663";"3663"
"Državna uprava za zaštitu i spašavanje";"Prijedlog pravilnika o vodenju jedinstvene evidencije i informacijskih baza podataka o operativnim snagama, materijalnim sredstvima i opremi operativnih snaga sustava civilne zaštite";"/ECon/EconReport?entityId=3953";"01.09.2016.";"22.09.2016.";"30.09.2016.";"Izvješca objavljena";"/Documents/List/3953";"/ECon/MainScreen?entityId=3953";"3953"
"Državna uprava za zaštitu i spašavanje";"Prijedlog pravilnika o kriterijima zdravstvenih sposobnosti koje moraju ispunjavati pripadnici postrojbi civilne zaštite, kriterijima za rasporedivanje i uvjetima za imenovanje povjerenika civilne zaštite i njegovog zamjenika";"/ECon/EconReport?entityId=3956";"01.09.2016.";"30.09.2016.";"07.10.2016.";"Izvješca objavljena";"/Documents/List/3956";"/ECon/MainScreen?entityId=3956";"3956"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacionalnom programu razvoja širokopojasne agregacijske infrastrukture u podrucjima u kojima ne postoji dostatan komercijalni interes za ulaganja, kao preduvjet razvoja pristupnih mreža novih generacija (NP-BBI)";"/ECon/EconReport?entityId=3947";"31.08.2016.";"30.09.2016.";"31.10.2016.";"Izvješca objavljena";"/Documents/List/3947";"/ECon/MainScreen?entityId=3947";"3947"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Nacrt kljucnih elementa Poziva na dostavu projektnih prijedloga „6c2.2. Promicanje održivog korištenja prirodne baštine“";"/ECon/EconReport?entityId=3944";"29.08.2016.";"13.09.2016.";"20.09.2016.";"Izvješca objavljena";"/Documents/List/3944";"/ECon/MainScreen?entityId=3944";"3944"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Prijedlogu Pravilnika o prijavljivanju tijela za ocjenjivanje sukladnosti sigurnosnih komponenti i podsustava žicara";"/ECon/EconReport?entityId=3939";"26.08.2016.";"12.09.2016.";"12.10.2016.";"Izvješca objavljena";"/Documents/List/3939";"/ECon/MainScreen?entityId=3939";"3939"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Prijedlogu Odluke o odredivanju državnih linija u javnom prijevozu u linijskom obalnom pomorskom prometu";"/ECon/EconReport?entityId=3930";"23.08.2016.";"16.09.2016.";"17.10.2016.";"Izvješca objavljena";"/Documents/List/3930";"/ECon/MainScreen?entityId=3930";"3930"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Programu mjera zaštite i upravljanja morskim okolišem i obalnim podrucjem Republike Hrvatske";"/ECon/EconReport?entityId=3888";"22.08.2016.";"22.09.2016.";"21.10.2016.";"Izvješca objavljena";"/Documents/List/3888";"/ECon/MainScreen?entityId=3888";"3888"
"Ministarstvo poljoprivrede";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu pravilnika o uvjetima, kriterijima i nacinu dodjele potpore u okviru mjere I.9.\"Privremeni prestanak ribolovnih aktivnosti\" pridnenim povlacnim mrežama-kocama za rujan/listopad 2016. godine";"/ECon/EconReport?entityId=3928";"17.08.2016.";"16.09.2016.";"23.09.2016.";"Izvješca objavljena";"/Documents/List/3928";"/ECon/MainScreen?entityId=3928";"3928"
"Ministarstvo financija";"Javna rasprava o Nacrtu Zakona o  izmjenama i dopunama Opceg poreznog zakona";"/ECon/EconReport?entityId=3925";"16.08.2016.";"31.08.2016.";"10.09.2016.";"Izvješca objavljena";"/Documents/List/3925";"/ECon/MainScreen?entityId=3925";"3925"
"Ministarstvo poljoprivrede";"NACRT PRIJEDLOGA ZAKONA O ZAŠTITI ŽIVOTINJA";"/ECon/EconReport?entityId=3923";"12.08.2016.";"12.09.2016.";"27.09.2016.";"Izvješca objavljena";"/Documents/List/3923";"/ECon/MainScreen?entityId=3923";"3923"
"Ministarstvo poljoprivrede";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu pravilnika o uvjetima, kriterijima i nacinu dodjele potpore u okviru mjere II.1. \"Inovacije\"";"/ECon/EconReport?entityId=3922";"11.08.2016.";"10.09.2016.";"19.09.2016.";"Izvješca objavljena";"/Documents/List/3922";"/ECon/MainScreen?entityId=3922";"3922"
"Ministarstvo gospodarstva";"Savjetovanje o Pravilniku o korištenju obnovljivih izvora energije i visokoucinkovite kogeneracije";"/ECon/EconReport?entityId=3915";"09.08.2016.";"09.09.2016.";"23.09.2016.";"Izvješca objavljena";"/Documents/List/3915";"/ECon/MainScreen?entityId=3915";"3915"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Prijedlogu pravilnika o znaku zaštite okoliša Europske unije - EU Ecolabel";"/ECon/EconReport?entityId=3894";"08.08.2016.";"07.09.2016.";"09.09.2016.";"Izvješca objavljena";"/Documents/List/3894";"/ECon/MainScreen?entityId=3894";"3894"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu prijedloga Zakona o Agenciji za mobilnost i programe Europske unije";"/ECon/EconReport?entityId=3907";"08.08.2016.";"15.09.2016.";"15.10.2016.";"Izvješca objavljena";"/Documents/List/3907";"/ECon/MainScreen?entityId=3907";"3907"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu prijedloga Zakona o obrazovanju odraslih";"/ECon/EconReport?entityId=3909";"08.08.2016.";"12.09.2016.";"13.11.2016.";"Izvješca objavljena";"/Documents/List/3909";"/ECon/MainScreen?entityId=3909";"3909"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu Pravilnika o izvodenju nastave dijela nastavnih predmeta i sadržaja utvrdenih nastavnim planom i programom na nekom od svjetskih jezika u srednjoj školi";"/ECon/EconReport?entityId=3912";"08.08.2016.";"12.09.2016.";"14.11.2016.";"Izvješca objavljena";"/Documents/List/3912";"/ECon/MainScreen?entityId=3912";"3912"
"Ministarstvo financija";"Savjetovanje o nacrtu prijedloga Zakona o reviziji";NA;"08.08.2016.";"15.09.2016.";"15.10.2016.";"Ceka odobravanje izvještaja";"/Documents/List/3913";"/ECon/MainScreen?entityId=3913";"3913"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu prijedloga Uredbe o izmjenama i dopunama Zakona o stecaju potrošaca";"/ECon/EconReport?entityId=3900";"04.08.2016.";"19.08.2016.";"31.08.2016.";"Izvješca objavljena";"/Documents/List/3900";"/ECon/MainScreen?entityId=3900";"3900"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o nacinu prijave na Nacionalnu listu cekanja za organe te kriterijima dodjele organa";"/ECon/EconReport?entityId=3903";"04.08.2016.";"05.09.2016.";"03.10.2016.";"Izvješca objavljena";"/Documents/List/3903";"/ECon/MainScreen?entityId=3903";"3903"
"Ministarstvo poljoprivrede";"Savjetovanje o prijedlogu Programa podizanja kvalitete maticnih nasada agruma, jezgricavih i košticavih vocnih vrsta u Republici Hrvatskoj za razdoblje od 2016. do 2019. godine";"/ECon/EconReport?entityId=3892";"02.08.2016.";"16.08.2016.";"19.08.2016.";"Izvješca objavljena";"/Documents/List/3892";"/ECon/MainScreen?entityId=3892";"3892"
"Ministarstvo financija";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu prijedloga zakona o sprjecavanju pranja novca i financiranja terorizma";"/ECon/EconReport?entityId=3889";"01.08.2016.";"01.09.2016.";"01.10.2016.";"Izvješca objavljena";"/Documents/List/3889";"/ECon/MainScreen?entityId=3889";"3889"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Nacrtu prijedloga Uredbe o gospodarenju otpadnim gumama";"/ECon/EconReport?entityId=3884";"01.08.2016.";"31.08.2016.";"30.09.2016.";"Izvješca objavljena";"/Documents/List/3884";"/ECon/MainScreen?entityId=3884";"3884"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o gospodarenju otpadnim gumama";"/ECon/EconReport?entityId=3885";"01.08.2016.";"31.08.2016.";"30.09.2016.";"Izvješca objavljena";"/Documents/List/3885";"/ECon/MainScreen?entityId=3885";"3885"
"Ministarstvo znanosti i obrazovanja";"Javno savjetovanje o Nacrtu prijedloga iskaza o procjeni ucinaka Nacrta prijedloga Zakona o izmjenama i dopunama Zakona o odgoju i obrazovanju u osnovnoj i srednjoj školi";"/ECon/EconReport?entityId=3875";"01.08.2016.";"02.09.2016.";"02.12.2016.";"Izvješca objavljena";"/Documents/List/3875";"/ECon/MainScreen?entityId=3875";"3875"
"Ministarstvo poljoprivrede";"Prijedlog pravilnika o o bavljanju gospodarskog ribolova na moru pridnenom povlacnom mrežom-kocom u 2016. godini";"/ECon/EconReport?entityId=3881";"29.07.2016.";"29.08.2016.";"15.09.2016.";"Izvješca objavljena";"/Documents/List/3881";"/ECon/MainScreen?entityId=3881";"3881"
"Ministarstvo poljoprivrede";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu pravilnika o provedbi programa mlijeka u školama za razdoblje od 1. kolovoza 2016. do 31. srpnja 2017. godine";NA;"29.07.2016.";"28.08.2016.";"02.09.2016.";"Ceka odobravanje izvještaja";"/Documents/List/3856";"/ECon/MainScreen?entityId=3856";"3856"
"Ured za zakonodavstvo Vlade Republike Hrvatske";"Nacrt prijedloga Strategije procjene ucinaka propisa za razdoblje od 2016. do 2018. godine";"/ECon/EconReport?entityId=3864";"29.07.2016.";"30.09.2016.";"28.10.2016.";"Izvješca objavljena";"/Documents/List/3864";"/ECon/MainScreen?entityId=3864";"3864"
"Ured za zakonodavstvo Vlade Republike Hrvatske";"Nacrt prijedloga iskaza o procjeni ucinaka propisa za Nacrt prijedloga zakona o izmjenama i dopunama Zakona o procjeni ucinaka propisa";"/ECon/EconReport?entityId=3869";"29.07.2016.";"30.09.2016.";"28.10.2016.";"Izvješca objavljena";"/Documents/List/3869";"/ECon/MainScreen?entityId=3869";"3869"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Prijedlogu Pravilnika o izmjenama i dopuni Pravilnika o placanju naknada za pravo uporabe adresa, brojeva i radiofrekvencijskog spektra";"/ECon/EconReport?entityId=3873";"29.07.2016.";"14.08.2016.";"14.09.2016.";"Izvješca objavljena";"/Documents/List/3873";"/ECon/MainScreen?entityId=3873";"3873"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Metodološkom prirucniku za izradu prijedloga predmetnih kurikuluma";NA;"29.07.2016.";"15.11.2016.";"28.02.2017.";"Zatvoren";"/Documents/List/3846";"/ECon/MainScreen?entityId=3846";"3846"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Metodološkom prirucniku za izradu kurikuluma medupredmetnih tema";NA;"29.07.2016.";"15.11.2016.";"28.02.2017.";"Zatvoren";"/Documents/List/3848";"/ECon/MainScreen?entityId=3848";"3848"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Metodološkom prirucniku za prijedlog podrucja kurikuluma";NA;"29.07.2016.";"15.11.2016.";"28.02.2017.";"Zatvoren";"/Documents/List/3850";"/ECon/MainScreen?entityId=3850";"3850"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o radnom vremenu, obveznim odmorima mobilnih radnika i uredajima za bilježenje u cestovnom prijevozu s Konacnim prijedlogom Zakona";"/ECon/EconReport?entityId=3853";"28.07.2016.";"29.08.2016.";"29.09.2016.";"Izvješca objavljena";"/Documents/List/3853";"/ECon/MainScreen?entityId=3853";"3853"
"Ministarstvo poljoprivrede";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu pravilnika o uvjetima, kriterijima i nacinu dodjele potpore u okviru mjere I.20. „Energetska ucinkovitost i ublažavanje klimatskih promjena“";"/ECon/EconReport?entityId=3832";"27.07.2016.";"26.08.2016.";"02.09.2016.";"Izvješca objavljena";"/Documents/List/3832";"/ECon/MainScreen?entityId=3832";"3832"
"Ministarstvo poljoprivrede";"Nacrt Pravilnika o uvjetima i nacinu provedbe mjera Nacionalnog programa poticanja provedbe uzgojnih programa za toplokrvne pasmine i uzgojne tipove konja u Republici Hrvatskoj za razdoblje od 2015. do 2020. godine u 2016. godini";NA;"27.07.2016.";"27.08.2016.";"27.09.2016.";"Ceka odobravanje izvještaja";"/Documents/List/3834";"/ECon/MainScreen?entityId=3834";"3834"
"Ministarstvo poljoprivrede";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu pravilnika o uvjetima, kriterijima i nacinu dodjele potpore u okviru mjere I.1. „Inovacije“";"/ECon/EconReport?entityId=3835";"27.07.2016.";"26.08.2016.";"02.09.2016.";"Izvješca objavljena";"/Documents/List/3835";"/ECon/MainScreen?entityId=3835";"3835"
"Ministarstvo poljoprivrede";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu pravilnika o uvjetima, kriterijima, nacinu odabira, financiranja i provedbe Lokalnih razvojnih strategija u ribarstvu";"/ECon/EconReport?entityId=3844";"27.07.2016.";"26.08.2016.";"05.09.2016.";"Izvješca objavljena";"/Documents/List/3844";"/ECon/MainScreen?entityId=3844";"3844"
