Institucija,Naslov,IzvjescaURL,DatumOtvaranja,DatumZatvaranja,OcekivanaObjavaIzvjesca,Stanje,DokumentiURL,SavjetovanjeURL,ID
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Zakonu o izmjenama i dopunama Zakona o zaštiti prirode,/ECon/EconReport?entityId=9260,20.11.2018.,05.12.2018.,19.12.2018.,Izvješća objavljena,/Documents/List/9260,/ECon/MainScreen?entityId=9260,9260
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Zakonu o izmjenama i dopunama Zakona o prekograničnom prometu i trgovini divljim vrstama,/ECon/EconReport?entityId=9262,20.11.2018.,05.12.2018.,19.12.2018.,Izvješća objavljena,/Documents/List/9262,/ECon/MainScreen?entityId=9262,9262
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Zakonu o izmjenama i dopunama Zakona o provedbi Uredbe (EU) br. 511/2014 o mjerama usklađivanja za korisnike Protokola iz Nagoye o pristupu genetskim resursima te poštenoj i pravičnoj podjeli dobiti koja proizlazi iz njihova korištenja u Uniji,/ECon/EconReport?entityId=9264,20.11.2018.,05.12.2018.,19.12.2018.,Izvješća objavljena,/Documents/List/9264,/ECon/MainScreen?entityId=9264,9264
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Zakonu o izmjenama i dopunama Zakona o sprječavanju unošenja i širenja stranih te invazivnih stranih vrsta i upravljanju njima,/ECon/EconReport?entityId=9266,20.11.2018.,05.12.2018.,19.12.2018.,Izvješća objavljena,/Documents/List/9266,/ECon/MainScreen?entityId=9266,9266
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o obrascu prethodne procjene za Nacrt prijedloga Zakona o izmjenama i dopunama Zakona o zaštiti prirode,/ECon/EconReport?entityId=9258,19.11.2018.,04.12.2018.,07.12.2018.,Izvješća objavljena,/Documents/List/9258,/ECon/MainScreen?entityId=9258,9258
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Pravilnika o dopuni Pravilnika o obliku i sadržaju obrazaca na kojima se podnose podnesci u izvansudskom postupku i postupku stečaja potrošača,/ECon/EconReport?entityId=9508,19.11.2018.,18.12.2018.,08.01.2019.,Izvješća objavljena,/Documents/List/9508,/ECon/MainScreen?entityId=9508,9508
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Pravilnika o izmjenama i dopunama Pravilnika o utvrđivanju lista povjerenika u postupku stečaja potrošača,/ECon/EconReport?entityId=9511,19.11.2018.,18.12.2018.,08.01.2019.,Izvješća objavljena,/Documents/List/9511,/ECon/MainScreen?entityId=9511,9511
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Pravilnika o izmjenama i dopuni Pravilnika o polaganju stručnog ispita obuci i usavršavanju povjerenika,/ECon/EconReport?entityId=9514,19.11.2018.,18.12.2018.,08.01.2019.,Izvješća objavljena,/Documents/List/9514,/ECon/MainScreen?entityId=9514,9514
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Pravilnika o pretpostavkama i načinu izbora povjerenika metodom slučajnog odabira,/ECon/EconReport?entityId=9517,19.11.2018.,18.12.2018.,08.01.2019.,Izvješća objavljena,/Documents/List/9517,/ECon/MainScreen?entityId=9517,9517
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Pravilnika o registru nesolventnosti,/ECon/EconReport?entityId=9520,19.11.2018.,18.12.2018.,08.01.2019.,Izvješća objavljena,/Documents/List/9520,/ECon/MainScreen?entityId=9520,9520
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Uredbe o izmjeni i dopunama Uredbe o kriterijima i načinu obračuna i plaćanja nagrade povjerenicima u postupku stečaja potrošača,/ECon/EconReport?entityId=9523,19.11.2018.,18.12.2018.,08.01.2019.,Izvješća objavljena,/Documents/List/9523,/ECon/MainScreen?entityId=9523,9523
Ministarstvo unutarnjih poslova,PRAVILNIK O IZMJENAMA I DOPUNAMA PRAVILNIKA O STATUSU I RADU DRŽAVLJANA TREĆIH ZEMALJA U REPUBLICI HRVATSKOJ,/ECon/EconReport?entityId=9526,19.11.2018.,03.12.2018.,03.01.2019.,Izvješća objavljena,/Documents/List/9526,/ECon/MainScreen?entityId=9526,9526
Ministarstvo poljoprivrede,"Savjetovanje s javnošću o Prijedlogu Pravilnika o izmjenama i dopunama Pravilnika o uvjetima kojima moraju udovoljavati veterinarske organizacije, veterinarska prakse i veterinarske službe u sustavu provedbe veterinarske djelatnosti",/ECon/EconReport?entityId=9534,19.11.2018.,18.12.2018.,28.12.2018.,Izvješća objavljena,/Documents/List/9534,/ECon/MainScreen?entityId=9534,9534
Ministarstvo pravosuđa,Savjetovanje o prijedlogu Pravilnika o izmjenama i dopunama Pravilnika o službenim sjedištima javnih bilježnika,/ECon/EconReport?entityId=9505,18.11.2018.,03.12.2018.,17.12.2018.,Izvješća objavljena,/Documents/List/9505,/ECon/MainScreen?entityId=9505,9505
Ured za ljudska prava i prava nacionalnih manjina Vlade Republike Hrvatske,Savjetovanje o Nacrtu Protokola o integraciji/reintegraciji žrtava trgovanja ljudima,/ECon/EconReport?entityId=9492,16.11.2018.,01.12.2018.,31.12.2018.,Izvješća objavljena,/Documents/List/9492,/ECon/MainScreen?entityId=9492,9492
Ministarstvo financija,"Savjetovanje sa zainteresiranom javnošću o nacrtu Uredbe o visini trošarine na cigarete, sitno rezani duhan za savijanje cigareta i ostali duhan za pušenje",/ECon/EconReport?entityId=9498,16.11.2018.,26.11.2018.,03.12.2018.,Izvješća objavljena,/Documents/List/9498,/ECon/MainScreen?entityId=9498,9498
Ministarstvo financija,Savjetovanje sa zainteresiranom javnošću o nacrtu Uredbe o načinu izračuna i visinama sastavnica za izračun posebnog poreza na motorna vozila,/ECon/EconReport?entityId=9500,16.11.2018.,26.11.2018.,03.12.2018.,Izvješća objavljena,/Documents/List/9500,/ECon/MainScreen?entityId=9500,9500
Ministarstvo zdravstva,"Savjetovanje o Nacrtu prijedloga Zakona o kvaliteti zdravstvene zaštite, s Konačnim prijedlogom zakona",/ECon/EconReport?entityId=9502,16.11.2018.,02.12.2018.,02.01.2019.,Izvješća objavljena,/Documents/List/9502,/ECon/MainScreen?entityId=9502,9502
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Biologije za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9332,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9332,/ECon/MainScreen?entityId=9332,9332
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Matematike za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9341,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9341,/ECon/MainScreen?entityId=9341,9341
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Hrvatski jezik za osnovne škole i gimnazije u Republici Hrvatskoj,NA,15.11.2018.,15.12.2018.,31.01.2019.,Zatvoren,/Documents/List/9345,/ECon/MainScreen?entityId=9345,9345
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Njemački jezik za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9349,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9349,/ECon/MainScreen?entityId=9349,9349
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Engleski jezik za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9353,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9353,/ECon/MainScreen?entityId=9353,9353
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Katolički vjeronauk za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9357,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9357,/ECon/MainScreen?entityId=9357,9357
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Pravoslavni vjeronauk za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9364,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9364,/ECon/MainScreen?entityId=9364,9364
"Ministarstvo gospodarstva, poduzetništva i obrta","Plan zakonodavnih aktivnosti Ministarstva , gospodarstva, poduzetništva i obrta za 2019. godinu",/ECon/EconReport?entityId=9367,15.11.2018.,30.11.2018.,04.12.2018.,Izvješća objavljena,/Documents/List/9367,/ECon/MainScreen?entityId=9367,9367
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Islamski vjeronauk za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9370,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9370,/ECon/MainScreen?entityId=9370,9370
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Fizike za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9374,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9374,/ECon/MainScreen?entityId=9374,9374
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Politika i gospodarstvo za gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9378,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9378,/ECon/MainScreen?entityId=9378,9378
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Prirode i društva za osnovne škole u Republici Hrvatskoj,/ECon/EconReport?entityId=9382,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9382,/ECon/MainScreen?entityId=9382,9382
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Prirode za osnovne škole u Republici Hrvatskoj,/ECon/EconReport?entityId=9386,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9386,/ECon/MainScreen?entityId=9386,9386
Ministarstvo financija,Nacrt prijedloga zakona o izmjenama i dopunama Zakona o računovodstvu,/ECon/EconReport?entityId=9390,15.11.2018.,23.11.2018.,21.12.2018.,Izvješća objavljena,/Documents/List/9390,/ECon/MainScreen?entityId=9390,9390
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Tehničke kulture za osnovne škole u Republici Hrvatskoj,/ECon/EconReport?entityId=9392,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9392,/ECon/MainScreen?entityId=9392,9392
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Francuski jezik za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9396,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9396,/ECon/MainScreen?entityId=9396,9396
"Ministarstvo mora, prometa i infrastrukture",Javno savjetovanje o Prijedlogu Pravilnika o službenoj iskaznici inspektora za žičare,/ECon/EconReport?entityId=9400,15.11.2018.,17.12.2018.,31.12.2018.,Izvješća objavljena,/Documents/List/9400,/ECon/MainScreen?entityId=9400,9400
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Talijanski jezik za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9403,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9403,/ECon/MainScreen?entityId=9403,9403
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Tjelesne i zdravstvene kulture za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9409,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9409,/ECon/MainScreen?entityId=9409,9409
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Psihologija za gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9415,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9415,/ECon/MainScreen?entityId=9415,9415
Ministarstvo regionalnog razvoja i fondova Europske unije,PRIJEDLOG UREDBE O IZMJENAMA UREDBE O TIJELIMA U SUSTAVIMA UPRAVLJANJA I KONTROLE ZA PROVEDBU PROGRAMA KOJIMA SE PODRŽAVA CILJ „EUROPSKA TERITORIJALNA SURADNJA“ U FINANCIJSKOM RAZDOBLJU 2014. – 2020.,/ECon/EconReport?entityId=9418,15.11.2018.,30.11.2018.,04.12.2018.,Izvješća objavljena,/Documents/List/9418,/ECon/MainScreen?entityId=9418,9418
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Geografije za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9421,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9421,/ECon/MainScreen?entityId=9421,9421
"Ministarstvo mora, prometa i infrastrukture","Javno savjetovanje o Prijedlogu Pravilnika o izmjeni Pravilnika o izgledu, sadržaju i načinu vođenja zapisnika i dokumenata o sukladnosti godišnjeg stručno-tehničkog pregleda za žičare",/ECon/EconReport?entityId=9422,15.11.2018.,30.11.2018.,05.12.2018.,Izvješća objavljena,/Documents/List/9422,/ECon/MainScreen?entityId=9422,9422
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Povijest za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9427,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9427,/ECon/MainScreen?entityId=9427,9427
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Latinski jezik za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9433,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9433,/ECon/MainScreen?entityId=9433,9433
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Grčki jezik za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9437,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9437,/ECon/MainScreen?entityId=9437,9437
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Sociologije za gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9441,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9441,/ECon/MainScreen?entityId=9441,9441
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Filozofije za gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9446,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9446,/ECon/MainScreen?entityId=9446,9446
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Glazbena kultura i Glazbena umjetnost za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9450,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9450,/ECon/MainScreen?entityId=9450,9450
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Kemije za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9454,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9454,/ECon/MainScreen?entityId=9454,9454
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Likovna kultura i likovna umjetnost za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9458,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9458,/ECon/MainScreen?entityId=9458,9458
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Etika za gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9462,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9462,/ECon/MainScreen?entityId=9462,9462
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za nastavni predmet Logike za gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9466,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9466,/ECon/MainScreen?entityId=9466,9466
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za međupredmetnu temu Osobni i socijalni razvoj za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9470,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9470,/ECon/MainScreen?entityId=9470,9470
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma za međupredmetnu temu Poduzetništvo za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9473,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9473,/ECon/MainScreen?entityId=9473,9473
Ministarstvo uprave,Savjetovanje o obrascima prethodne procjene za Zakon o izmjenama i dopunama Zakona o ustrojstvu i djelokrugu ministarstava i drugih središnjih tijela državne uprave i Zakon o izmjeni Zakona o Vladi Republike Hrvatske,/ECon/EconReport?entityId=9475,15.11.2018.,29.11.2018.,30.11.2018.,Izvješća objavljena,/Documents/List/9475,/ECon/MainScreen?entityId=9475,9475
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma međupredmetne teme Učiti kako učiti za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9477,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9477,/ECon/MainScreen?entityId=9477,9477
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma međupredmetne teme Građanskog odgoja i obrazovanja za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9480,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9480,/ECon/MainScreen?entityId=9480,9480
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma međupredmetne teme Održivi razvoj za osnovne škole i gimnazije u Republici Hrvatskoj,/ECon/EconReport?entityId=9483,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9483,/ECon/MainScreen?entityId=9483,9483
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnosti o nacrtu Odluke o donošenju kurikuluma međupredmetne teme Uporaba informacijske i komunikacijske tehnologije za osnovne škole i gimnazije u Republici Hrvatskoj.,/ECon/EconReport?entityId=9486,15.11.2018.,15.12.2018.,31.01.2019.,Izvješća objavljena,/Documents/List/9486,/ECon/MainScreen?entityId=9486,9486
